Arquivo aberto corretamente! ./instances/RM698_L15.txt
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 61...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 62...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 63...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 64...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 65...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 66...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 67...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 68...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 69...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 70...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 71...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 72...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 73...
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 74...
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 75...
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 76...
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 77...
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 78...
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4672.972168 4672.972168 29.593634 434.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 79...
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4677.011719 4677.011719 28.528116 434.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 80...
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 81...
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 82...
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4679.317383 4679.317383 31.370193 433.000000
4666.857910 4666.857910 24.586510 436.000000
4690.952148 4690.952148 31.763407 433.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
4700.083008 4700.083008 31.883156 433.000000
Iteracao 83...
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4690.952148 4690.952148 31.763407 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4700.083008 4700.083008 31.883156 433.000000
Iteracao 84...
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4690.952148 4690.952148 31.763407 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4700.083008 4700.083008 31.883156 433.000000
4700.083008 4700.083008 31.883156 433.000000
Iteracao 85...
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4700.083008 4700.083008 31.883156 433.000000
4700.083008 4700.083008 31.883156 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 86...
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4702.388184 4702.388184 34.725231 432.000000
4700.083008 4700.083008 31.883156 433.000000
4700.083008 4700.083008 31.883156 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 87...
4702.537598 4702.537598 34.625927 432.000000
4702.537598 4702.537598 34.625927 432.000000
4702.537598 4702.537598 34.625927 432.000000
4702.537598 4702.537598 34.625927 432.000000
4702.537598 4702.537598 34.625927 432.000000
4702.537598 4702.537598 34.625927 432.000000
4700.083008 4700.083008 31.883156 433.000000
4700.083008 4700.083008 31.883156 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 88...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4702.537598 4702.537598 34.625927 432.000000
4702.537598 4702.537598 34.625927 432.000000
4702.537598 4702.537598 34.625927 432.000000
4700.083008 4700.083008 31.883156 433.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 89...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 90...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 91...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4706.261719 4706.261719 35.580177 432.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 92...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 93...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 94...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 95...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 96...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 97...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 98...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 99...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4706.261719 4706.261719 35.580177 432.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 100...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 101...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 102...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 103...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 104...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 105...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 106...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 107...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4706.261719 4706.261719 35.580177 432.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 108...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 109...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 110...
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 111...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4708.566895 4708.566895 38.422253 431.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 112...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4708.566895 4708.566895 38.422253 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 113...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 114...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4708.822266 4708.822266 37.198410 431.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 115...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 116...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 117...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 118...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 119...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 120...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
4671.893555 4671.893555 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
Iteracao 121...
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4711.127441 4711.127441 40.040485 430.000000
4700.083008 4700.083008 31.883156 433.000000
4696.192871 4696.192871 32.849365 433.000000
